Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
punk-shirts-a-personal-collection-by-bryan-ray-turcotte-signed,Punk Shirts: A Personal Collection by Bryan Ray Turcotte - SIGNED,"<p class=""x_MsoNormal""><span>Hundreds of examples from the author’s personal collection of well-worn vintage punk shirts line the pages of bestselling author Bryan Ray Turcotte’s latest book. Amazing one-of-a-kind pieces including internationally famous t-shirts such as Sid Vicious’ personal Sex Pistols shirt, Joe Strummer’s, ‘Rude Boy’, hand painted red brigade Tee and Darby Crash’s personal Vivian Westwood ‘Boobs’ Seditionaries T-Shirt. Turcotte’s collection also features gems such as a hand drawn Ric Clayton (RxCx) Suicidal Tendencies button-up featured on the back of the band’s first LP, dozens of Malcolm McLaren / Vivienne Westwood creations and loads of very rare band tees including Misfits, The Cramps, The Clash, Sex Pistols, The Screamers, Germs, Mentors and more.</span></p>",DENIM TEARS,,Books,"",false,Title,Default Title,,,,,XXX-704-B7,368.543800625,shopify,0,deny,manual,39.95,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/PunkShirts-bryanrayturcotte.png?v=1604440977,1,,false,,,,,,,,,,,,,,,,,oz,,,draft
akasha-rabut-death-magicking-abundance,Akasha Rabut: Death Magicking Abundance,"<p class=""x_MsoNormal""><span>More than any party, parade, team, or disaster, New Orleans is the people. The ones who persevere, survive, strengthen, and transform the city in all its unceasing vibrancy. For nearly a decade, photographer Akasha Rabut has documented this thriving culture. In Death Magick Abundance, her first book, she reveals the city’s spirit through the pink smoke of the Caramel Curves, the first all-female black motorcycle club; alongside the Southern Riderz, urban cowboys on horseback in the streets; and many others who represent the next generation of New Orleans. Seeking to interpret and preserve a sacred cultural heritage while redefining itself against a constantly shifting landscape, Death Magick Abundance is a conduit for the love and unending beauty of New Orleans and its people to flow to the rest of the world.</span></p>",DENIM TEARS,,Books,"",false,Title,Default Title,,,,,XXX-704-B6,300.504945125,shopify,0,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/AkashaRabut-deathMagickabundance.png?v=1604439534,1,,false,,,,,,,,,,,,,,,,,oz,,,draft
rockers-the-making-of-reggaes-most-iconic-film,Rockers: The Making of Reggae's Most Iconic Film,"<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""3"" style=""color: black; font-family: Arial; font-size: medium;""><span>Set amongst the reggae scene of late 70s Jamaica, the film Rockers achieved instant cult status among music and cinema fans. Rockers’ director, Ted Bafaloukos, has received many accolades for his work on the film, but the fact that he was also a fine writer and undercover photographer is often overlooked. In 2005, just before his death, Bafaloukos penned this vivid and never-before-published autobiography.</span></span><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span></span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span> </span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""3"" style=""color: black; font-family: Arial; font-size: medium;""><span>Beyond Bafaloukos’ fascinating story of the “making-of” Rockers, it tells the tale of a Greek immigrant from a family of sailors and his move to New York, eventually rubbing shoulders with the likes of The Velvet Underground, Robert Frank, Jessica Lange and Philippe “Man on Wire” Petit. But there’s a twist to this 1970s’ New York story: Bafaloukos fell in love with reggae when it was still just an underground facet of Jamaican culture in the City. His experiences in New York eventually led him to shoot Rockers, praised for the portrait it paints of Kingston’s late 70s music scene along with its unique style, mentality and fashion.</span></span><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span></span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span> </span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""3"" style=""color: black; font-family: Arial; font-size: medium;""><span>The director’s intense experiences in Jamaica and New York between ’75 – ’78 provide the substance of the scorching stories within, including; gunshots at his first ever reggae concert in Brooklyn, the director’s bizarre arrest for suspicion of being a CIA operative, paranoia at the Bob Marley compound, musicians-turned actors’ “rude boy” antics, and naturally, sympathetic, highly descriptive recollections of the music that first drew Bafaloukos into Jamaica’s music and culture.</span></span><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span></span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span> </span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""3"" style=""color: black; font-family: Arial; font-size: medium;""><span>An invaluable collection of photographs taken during the conception, writing and production of the film captures the zeitgeist and breathes life into the book. Production stills and photos taken during the era by Bafaloukos form the visual, cinematic backbone of the tome, faithfully rendering the amazing people, styles, and locations in living, breathing color. Taken all together, the text and images within Rockers will uncover new facets of this all-important era in Reggae music for even the most seasoned reggae aficionados. Beyond reggae circles, this new anthology offers an unparalleled snapshot of a highly fantasized and sought after je-ne sais-quoi: the all-time Jamaican cool.</span></span></p>",DENIM TEARS,,Books,"",false,Title,Default Title,,,,,XXX-704-B5,1973.1268095,shopify,0,deny,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Rockers-Makingofreggaesmosticonicfilm.png?v=1604439415,1,,false,,,,,,,,,,,,,,,,,lb,,,draft
seleen-saleh-street-culture,Seleen Saleh: Street Culture,"<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""3"" style=""color: black; font-family: Arial; font-size: medium;""><span>Street Culture is a stunning collection of photographs representing women and men of color who exhibit a unique style. Seleen Saleh’s photographs reveal individuality, fearlessness, and creativity in the most vibrant beings who collectively represent street style. This style is as varied as the people; it is a personal expression that changes day to day. It is an expression of a person’s culture, mood, influences, and aesthetics. Street style originated in the street where top designers look for inspiration for their next collections. The book preserves the integrity of street style and features some of the muses that have been forgotten or were never acknowledged.</span></span><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span></span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""2"" style=""color: black; font-family: Arial; font-size: small;""><span> </span></span></p>
<p class=""x_MsoNormal""><span face=""Arial"" color=""black"" size=""3"" style=""color: black; font-family: Arial; font-size: medium;""><span>In the book Seleen combines photographs from her work at Essence Magazine with new images of jaw-dropping, creative and colorful moments. As a lover of fashion, art, and people, Seleen brings out the authentic nature of these known and unknown muses. Each person depicted here can be considered a brilliant artist in his or her own right. These portraits were taken in New York City—the perfect global destination—diverse and open and where people are not afraid to tell you who they are. There is an underfed audience for this book; the world is waking up and wants to see more diversity and more eclectic styles.</span></span></p>",DENIM TEARS,,Books,"",false,Title,Default Title,,,,,XXX-704-B4,612.3496995,shopify,0,deny,manual,24.95,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/SeleenSaleh-StreetCulture.png?v=1604439166,1,,false,,,,,,,,,,,,,,,,,lb,,,draft
1619-tyson-beckford-crewneck-1,1619 Tyson Beckford Crewneck,"<p>Made in USA</p>
<p> </p>",DENIM TEARS,,Crewneck,"",false,Size,M,Color,Black,,,301-101-05-M,623.68950875,shopify,0,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image_18.jpg?v=1603340287,1,,false,,This crewneck sweater is made in the USA from 100% Cotton.,,,,,,,,,,,,,,,oz,PC040100,,active
1619-tyson-beckford-crewneck-1,,,,,,,,,L,,Black,,,301-101-05-L,623.68950875,shopify,1,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,PC040100,,
1619-tyson-beckford-crewneck-1,,,,,,,,,XL,,Black,,,301-101-05-XL,623.68950875,shopify,2,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,PC040100,,
1619-tyson-beckford-crewneck-1,,,,,,,,,XXL,,Black,,,301-101-05-XXL,623.68950875,shopify,0,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,PC040100,,
1619-tyson-beckford-tee-1,1619 Tyson Beckford Tee,"<p>Made in USA</p>
<p> </p>",DENIM TEARS,,Tee,"",false,Size,M,Color,Black,,,101-101-05-M,283.49523125,shopify,0,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image_17_6a3befa9-dcc8-436e-bbdf-a7464eff15f4.jpg?v=1603374689,1,,false,,This t-shirt is made in the USA from 100% Cotton,,,,,,,,,,,,,,,oz,PC040100,,active
1619-tyson-beckford-tee-1,,,,,,,,,L,,Black,,,101-101-05-L,283.49523125,shopify,0,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,PC040100,,
1619-tyson-beckford-tee-1,,,,,,,,,XL,,Black,,,101-101-05-XL,283.49523125,shopify,0,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,PC040100,,
1619-tyson-beckford-tee-1,,,,,,,,,XXL,,Black,,,101-101-05-XXL,283.49523125,shopify,0,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,PC040100,,
1619-tyson-beckford-sweatpant-1,1619 Tyson Beckford Sweatpant Grey,"<p>Made in USA</p>
<p>100% Cotton</p>",DENIM TEARS,,Tee,"",false,Size,M,Color,Grey,,,401-070-05-M,623.68950875,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image_20_47198901-0eae-40b9-8c01-c5bb59d8c940.jpg?v=1603339788,1,,false,,This sweatpant is made in the USA from 100% Cotton,,,,,,,,,,,,,,,oz,PC040100,34.00,draft
1619-tyson-beckford-sweatpant-1,,,,,,,,,L,,Grey,,,401-070-05-L,623.68950875,shopify,0,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,oz,PC040100,34.00,
1619-tyson-beckford-sweatpant-1,,,,,,,,,XL,,Grey,,,401-070-05-XL,623.68950875,shopify,0,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,oz,PC040100,34.00,
1619-tyson-beckford-sweatpant-1,,,,,,,,,XXL,,Grey,,,401-070-05-XXL,623.68950875,shopify,2,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,oz,PC040100,34.00,
1619-tyson-beckford-hoodie-1,1619 Tyson Beckford Hoodie,"<p>Made in USA</p>
<p>100% Cotton</p>",DENIM TEARS,,Hoodie,"",false,Size,M,Color,Black,,,201-101-05-M,1020.5828325,shopify,0,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image_16_b7714fbb-b9ba-4afe-a012-6bb4a68ae9dc.jpg?v=1603339215,1,,false,,This hoodie is made in the USA from 100% Cotton,,,,,,,,,,,,,,,lb,PC040100,40.00,active
1619-tyson-beckford-hoodie-1,,,,,,,,,L,,Black,,,201-101-05-L,1020.5828325,shopify,-1,deny,manual,150.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,40.00,
1619-tyson-beckford-hoodie-1,,,,,,,,,XL,,Black,,,201-101-05-XL,1020.5828325,shopify,3,deny,manual,150.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,40.00,
1619-tyson-beckford-hoodie-1,,,,,,,,,XXL,,Black,,,201-101-05-XXL,1020.5828325,shopify,1,deny,manual,150.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040100,40.00,
copy-of-patch-plate-hoodie-1,Patch & Plate Hoodie,Made in USA,DENIM TEARS,,Hoodie,"",false,Size,M,Color,Grey,,,201-500-17-M,997.903214,shopify,6,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image7_44b14833-08fa-42fa-8766-c440c3877e31.jpg?v=1603340084,1,,false,,,,,,,,,,,,,,,,,lb,,,draft
copy-of-patch-plate-hoodie-1,,,,,,,,,L,,Grey,,,201-500-17-L,997.903214,shopify,11,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image8_5e8e134c-8016-485a-99e8-d0820598cc07.jpg?v=1603340084,2,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-patch-plate-hoodie-1,,,,,,,,,XL,,Grey,,,201-500-17-XL,997.903214,shopify,12,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-patch-plate-hoodie-1,,,,,,,,,XXL,,Grey,,,201-500-17-XXL,997.903214,shopify,7,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-patch-plate-tee,Patch & Plate  Tee,"<span data-mce-fragment=""1"">Made in USA</span>",DENIM TEARS,,Tee,"",false,Color,Black,Size,M,,,101-101-17-M,283.49523125,shopify,3,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image3_f7022e0a-5aa8-4383-9405-af54352f3879.jpg?v=1603333972,1,,false,,,,,,,,,,,,,,,,,oz,,,draft
copy-of-patch-plate-tee,,,,,,,,,Black,,L,,,101-101-17-L,283.49523125,shopify,13,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image4_8c5e911c-43ec-4b26-bc0b-82470fee2dd4.jpg?v=1603333972,2,,,,,,,,,,,,,,,,,,,oz,,,
copy-of-patch-plate-tee,,,,,,,,,Black,,XL,,,101-101-17-XL,283.49523125,shopify,3,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,,,
copy-of-patch-plate-tee,,,,,,,,,Black,,XXL,,,101-101-17-XXL,283.49523125,shopify,9,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,oz,,,
patch-plate-trucker,Patch & Plate Trucker,Made in USA,DENIM TEARS,,Hat,"",false,Size,OS,,,,,501-101-17,226.796185,shopify,1,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image11.jpg?v=1603325999,1,,false,,,,,,,,,,,,,,,,,oz,,,active
patch-plate-trucker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image12.jpg?v=1603325999,2,,,,,,,,,,,,,,,,,,,,,,
patch-plate-crewneck,Patch & Plate Crewneck,Made in USA,DENIM TEARS,,Crewneck,"",false,Size,M,,,,,301-500-17-M,623.68950875,shopify,6,deny,manual,120.00,,true,true,301-500-17,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image9.jpg?v=1603325447,1,,false,,,,,,,,,,,,,,,,,oz,,,draft
patch-plate-crewneck,,,,,,,,,L,,,,,301-500-17-L,623.68950875,shopify,18,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Image10.jpg?v=1603325447,2,,,,,,,,,,,,,,,,,,,oz,,,
patch-plate-crewneck,,,,,,,,,XL,,,,,301-500-17-XL,623.68950875,shopify,13,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,oz,,,
patch-plate-crewneck,,,,,,,,,XXL,,,,,301-500-17-XXL,623.68950875,shopify,6,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,oz,,,
denim-tears-x-converse-chuck-70-hi,AIR HAMMONS 70 HI,"<p>US Men's sizing</p>
<p>*Size Chart (last image)</p>",DENIM TEARS,,Shoes,"",true,Color,Green Box,Style,Hi-top,Size,4,HI-010-PAN-4,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/ScreenShot2021-10-19at7.46.49AM.png?v=1634654849,1,,false,,"This shoe is the Denim Tears x Converse Chuck Taylor '70 HI
",,,,,,,,,,,,,,,lb,PC040144,42.00,active
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,4.5,HI-010-PAN-4.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot1.jpg?v=1634654849,2,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,5,HI-010-PAN-5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/DTHighTops.png?v=1634654849,3,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,5.5,HI-010-PAN-5.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot2.jpg?v=1634654849,4,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,6,HI-010-PAN-6,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot3.jpg?v=1634654849,5,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,6.5,HI-010-PAN-6.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot4.jpg?v=1634654849,6,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,7,HI-010-PAN-7,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot5.jpg?v=1634654849,7,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,7.5,HI-010-PAN-7.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot6.jpg?v=1634654849,8,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,8,HI-010-PAN-8,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot7.jpg?v=1634654849,9,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,8.5,HI-010-PAN-8.5,907.18474,shopify,-1,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot12.jpg?v=1634654849,10,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,9,HI-010-PAN-9,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot13.jpg?v=1634654849,11,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,9.5,HI-010-PAN-9.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/169890C_shot14.jpg?v=1634654849,12,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,10,HI-010-PAN-10,907.18474,shopify,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Untitled-3.jpg?v=1634654849,13,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,10.5,HI-010-PAN-10.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,11.5,HI-010-PAN-11.5,907.18474,shopify,0,deny,manual,125.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,12,HI-010-PAN-12,907.18474,shopify,0,deny,manual,125.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,13,HI-010-PAN-13,907.18474,shopify,0,deny,manual,125.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
denim-tears-x-converse-chuck-70-hi,,,,,,,,,Green Box,,Hi-top,,11,HI-010-PAN-11,907.18474,shopify,29,deny,manual,125.00,,true,true,HI-060-PAN11,,,,,,,,,,,,,,,,,,,,,lb,PC040144,42.00,
copy-of-denim-tears-x-converse-chuck-70-ox,AIR HAMMONS 70 OX,"<p>US Men's sizing</p>
<p>*Size Chart (last image)</p>",DENIM TEARS,,Shoes,"",false,Color,Green Box,Style,Lo-top,Size,4,LO-010-PAN-4,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_standard-3.jpg?v=1652751046,1,,false,,"This shoe is the Denim Tears x Converse Chuck Taylor '70 OX
",,,,,,,,,,,,,,,lb,PC040144,40.95,draft
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,4.5,LO-010-PAN-4.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot1_0b9e9d14-2342-4baf-abbd-f8cb332e3eaf.jpg?v=1652751046,2,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,5,LO-010-PAN-5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/DTLowTops.png?v=1652751046,3,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,5.5,LO-010-PAN-5.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot3_83fe34fe-f55c-4ff4-a8ee-16379a34f748.jpg?v=1652751046,4,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,6,LO-010-PAN-6,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot4_eb8a26bb-1541-499a-ae6e-fa2df1fdf526.jpg?v=1652751046,5,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,6.5,LO-010-PAN-6.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot5_ddd87f6b-9064-4a01-a5c0-63f52c7ed0c1.jpg?v=1652751046,6,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,7,LO-010-PAN-7,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot6_ec67206b-6b2e-4768-981a-1617fe46c40a.jpg?v=1652751046,7,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,7.5,LO-010-PAN-7.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot7_0ec9d949-5b8c-4605-a92d-407c94e48c26.jpg?v=1652751046,8,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,8,LO-010-PAN-8,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot8_13832d99-d88d-4269-abbe-b404a8005f6c.jpg?v=1652751046,9,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,8.5,LO-010-PAN-8.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot14_a8747ad3-9830-4366-b40d-129aafb6cd01.jpg?v=1652751046,10,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,9,LO-010-PAN-9,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot13_462f05fe-b12c-4e8f-9e4e-657298046e94.jpg?v=1652751046,11,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,9.5,LO-010-PAN-9.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/170545C_shot2_c0ce6b74-92f2-4d62-a669-db8e40d9fa2d.jpg?v=1652751046,12,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,10,LO-010-PAN-10,907.18474,shopify,3,deny,manual,120.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Untitled-3_05af0aaf-0c3a-45ae-b1c2-54ee75d2ba11.jpg?v=1652751046,13,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,10.5,LO-010-PAN-10.5,907.18474,shopify,0,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,11,LO-010-PAN-11,907.18474,shopify,18,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,11.5,LO-010-PAN-11.5,907.18474,shopify,9,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
copy-of-denim-tears-x-converse-chuck-70-ox,,,,,,,,,Green Box,,Lo-top,,12,LO-010-PAN-12,907.18474,shopify,0,deny,manual,120.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,PC040144,40.95,
